Title,parent_genre_str,metadata,poster,year,IMDB Score,Runtime,runtime_normalized,primary_language,Premiere
the legend of cocaine island,documentary,movie title is the legend of cocaine island. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZWI3NmQ5ZDgtNGRmNi00MTEwLWIxZDctZjhmZDA3NTUyYWE5XkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.3,87,0.4048780487804878,english,"March 29, 2019"
the outsider,drama,movie title is the outsider. genre is drama. language is english/japanese.,https://m.media-amazon.com/images/M/MV5BOGY0YjJmOWItOGI2MS00N2VmLTlmNjYtMDM3YjY1MzkyM2E1XkEyXkFqcGc@._V1_SX300.jpg,2018.0,6.3,120,0.5658536585365853,english,"March 9, 2018"
time to hunt,thriller,movie title is time to hunt. genre is thriller. language is korean.,https://m.media-amazon.com/images/M/MV5BZTI2OTlhOTQtYzY5My00MzIwLWFiMWQtNDZhYmQ4OGQ0MzEzXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.3,134,0.6341463414634146,korean,"April 23, 2020"
to all the boys: always and forever,"comedy, romance","movie title is to all the boys: always and forever. genre is comedy, romance. language is english.",https://m.media-amazon.com/images/M/MV5BMTVlNWI4NzMtNTIxYi00NmQzLTliMjAtMjU3YjU3OTc2OTRjXkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.3,109,0.5121951219512195,english,"February 12, 2021"
travis scott: look mom i can fly,documentary,movie title is travis scott: look mom i can fly. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZjFhZGI3YzktOThlMC00OTZlLWE5MWUtOTUxODMxZTQyNmQ3XkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.3,85,0.39512195121951216,english,"August 28, 2019"
uncorked,drama,movie title is uncorked. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BZjNjZjczMTgtZmJlYi00MzYyLWI3ZTYtMjlhMGJkZmI3ZWIzXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.3,103,0.48292682926829267,english,"March 27, 2020"
anelka: misunderstood,documentary,movie title is anelka: misunderstood. genre is documentary. language is french.,https://m.media-amazon.com/images/M/MV5BYmM1N2Y5NmMtOGY4Zi00YjVmLTk2ZGYtNjRhYmMwM2EzZTE1XkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.4,94,0.43902439024390244,french,"August 5, 2020"
"ariana grande: excuse me, i love you","musical, documentary","movie title is ariana grande: excuse me, i love you. genre is musical, documentary. language is english.",https://m.media-amazon.com/images/M/MV5BOTY1MGE4Y2EtNDVlMi00NWQwLWFmN2YtYmE0NTBkMDQyMjYxXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.4,97,0.4536585365853658,english,"December 21, 2020"
arq,"scifi, thriller","movie title is arq. genre is scifi, thriller. language is english.",https://m.media-amazon.com/images/M/MV5BMjAxODQ2MzkyMV5BMl5BanBnXkFtZTgwNjU3MTE5OTE@._V1_SX300.jpg,2016.0,6.4,88,0.4097560975609756,english,"September 16, 2016"
birders,documentary,movie title is birders. genre is documentary. language is english/spanish.,https://m.media-amazon.com/images/M/MV5BNTA4YTQ3ZTQtZTUxMC00MDI1LThiZWUtNmE5MThmOWRiYjUxXkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.4,37,0.16097560975609757,english,"September 25, 2019"
como caído del cielo,"musical, comedy","movie title is como caído del cielo. genre is musical, comedy. language is spanish.",https://m.media-amazon.com/images/M/MV5BMzQ3NzhkN2UtZWE1Yy00M2RiLTg5NmEtMzJmNDA0OTYwNThjXkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.4,112,0.526829268292683,spanish,"December 24, 2019"
first match,drama,movie title is first match. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BMjI2MDMxOTQzMF5BMl5BanBnXkFtZTgwNzIxNzk5NDM@._V1_SX300.jpg,2018.0,6.4,102,0.47804878048780486,english,"March 30, 2018"
fractured,thriller,movie title is fractured. genre is thriller. language is english.,https://m.media-amazon.com/images/M/MV5BMDViOTQwZDMtNjBiMS00YzU4LTllNGUtM2YwNjk4NGMwOTk3XkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.4,100,0.46829268292682924,english,"October 11, 2019"
irreplaceable you,drama,movie title is irreplaceable you. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BMTUzMDI0MTc3OV5BMl5BanBnXkFtZTgwMjM0MzI3NDM@._V1_SX300.jpg,2018.0,6.4,96,0.448780487804878,english,"February 16, 2018"
isi & ossi,"comedy, romance","movie title is isi & ossi. genre is comedy, romance. language is german.",https://m.media-amazon.com/images/M/MV5BNDVjY2JhYWQtNjZkMi00NWU1LTljZTctNWEzYWExOTFiMjJjXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.4,113,0.5317073170731708,german,"February 14, 2020"
john was trying to contact aliens,documentary,movie title is john was trying to contact aliens. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZTNiNmQ4NjktMDEyOS00NmRiLTk2YjQtMzJiNjA5MDc2ZTllXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.4,16,0.058536585365853655,english,"August 20, 2020"
murder to mercy: the cyntoia brown story,documentary,movie title is murder to mercy: the cyntoia brown story. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNTcxM2ZkN2MtYzc4Ni00NGJlLWJjNmEtZWY4MmNlNzhiMGFjXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.4,97,0.4536585365853658,english,"April 29, 2020"
my own man,documentary,movie title is my own man. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BYzNiYTlkZDUtNDFlOC00MzI1LWI3ZGUtNTU1NDljOGFlMjMxXkEyXkFqcGc@._V1_SX300.jpg,2014.0,6.4,81,0.375609756097561,english,"December 13, 2014"
nappily ever after,"drama, comedy","movie title is nappily ever after. genre is drama, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BNzY2Nzk0MTgtMzFjOS00MDRlLWI0MzctYTA3Y2UxMTQzMTAzXkEyXkFqcGc@._V1_SX300.jpg,2018.0,6.4,98,0.4585365853658536,english,"September 21, 2018"
over the moon,"musical, animation, adventure","movie title is over the moon. genre is musical, animation, adventure. language is english.",https://m.media-amazon.com/images/M/MV5BYTA5NTA4ZWEtODMwNS00MjhiLTgyOTAtNWE4ZWY2NTk3NjQ1XkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.4,95,0.44390243902439025,english,"October 23, 2020"
street flow,drama,movie title is street flow. genre is drama. language is french.,https://m.media-amazon.com/images/M/MV5BZWYyMzcwZTMtZDk1Mi00MWZmLWI0YTktMjM5Mzg2MDFjNjY2XkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.4,96,0.448780487804878,french,"October 12, 2019"
strong island,documentary,movie title is strong island. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNzQ4MGUxN2MtZWMzZC00M2NkLTljNzQtYzZlZGY0NzRhNjdiXkEyXkFqcGc@._V1_SX300.jpg,2017.0,6.4,107,0.5024390243902439,english,September 15. 2017
take your pills,documentary,movie title is take your pills. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BY2FjMjBlN2UtMDY1Zi00Y2E0LWJiZDktNzY3MTUwMmNlYjJhXkEyXkFqcGc@._V1_SX300.jpg,2018.0,6.4,87,0.4048780487804878,english,"March 16, 2018"
the heartbreak club,"drama, comedy","movie title is the heartbreak club. genre is drama, comedy. language is indonesian.",https://m.media-amazon.com/images/M/MV5BZWVjMGViYTgtZDQzYy00ZjA0LWE1YzYtZWNjMmI3ZTUzMWJlXkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.4,101,0.47317073170731705,indonesian,"January 14, 2021"
the mars generation,documentary,movie title is the mars generation. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMjQxMzE4MTAxMV5BMl5BanBnXkFtZTgwNTYyMjUyMjI@._V1_SX300.jpg,2017.0,6.4,97,0.4536585365853658,english,"May 5, 2017"
the occupant,thriller,movie title is the occupant. genre is thriller. language is spanish.,https://m.media-amazon.com/images/M/MV5BYjYxZDcxMmYtZTVkNC00ZmZmLTkyYjktMDViMzFhZjA5YmY5XkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.4,103,0.48292682926829267,spanish,"March 25, 2020"
the willoughbys,"comedy, animation, adventure","movie title is the willoughbys. genre is comedy, animation, adventure. language is english.",https://m.media-amazon.com/images/M/MV5BM2Y3MjZkYzYtMjcwMS00ZWQxLWJhOWMtYWM3OWUyZDQ3MDJmXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.4,90,0.4195121951219512,english,"April 22, 2020"
triple frontier,"action, thriller","movie title is triple frontier. genre is action, thriller. language is english.",https://m.media-amazon.com/images/M/MV5BODU4MzM2MDAxMl5BMl5BanBnXkFtZTgwNDEzNjM0NzM@._V1_SX300.jpg,2019.0,6.4,125,0.5902439024390244,english,"March 13, 2019"
two catalonias,documentary,movie title is two catalonias. genre is documentary. language is spanish/catalan.,https://m.media-amazon.com/images/M/MV5BZWI5M2Y5YmItNGYwMy00ZGNkLWFlOWYtNGFiMjllMzBkNzE3XkEyXkFqcGc@._V1_SX300.jpg,2018.0,6.4,116,0.5463414634146341,spanish,"September 28, 2018"
walk. ride. rodeo.,drama,movie title is walk. ride. rodeo.. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BODU4MjA5MDE1MF5BMl5BanBnXkFtZTgwMzM2MDA0NzM@._V1_SX300.jpg,2019.0,6.4,99,0.46341463414634143,english,"March 8, 2019"
wheelman,"action, thriller","movie title is wheelman. genre is action, thriller. language is english.",https://m.media-amazon.com/images/M/MV5BMjA3NjA0MzE1N15BMl5BanBnXkFtZTgwNjAzNzQ0MzI@._V1_SX300.jpg,2017.0,6.4,82,0.3804878048780488,english,"October 20, 2017"
when we first met,"comedy, romance","movie title is when we first met. genre is comedy, romance. language is english.",https://m.media-amazon.com/images/M/MV5BMzM1OTI4NDM4Nl5BMl5BanBnXkFtZTgwMDAwODg2NDM@._V1_SX300.jpg,2018.0,6.4,97,0.4536585365853658,english,"February 9, 2018"
a 3 minute hug,documentary,movie title is a 3 minute hug. genre is documentary. language is english/spanish.,https://m.media-amazon.com/images/M/MV5BNzIxNGRjY2QtODUxZi00ZTM0LWFhNTgtM2VkZDgyZWJkODBlXkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.5,28,0.11707317073170732,english,"October 28, 2019"
all the bright places,romance,movie title is all the bright places. genre is romance. language is english.,https://m.media-amazon.com/images/M/MV5BOWVhYzY1ODItOTU0Ni00MDQwLTk3ZDYtOTc0YTAwMmM4NzAxXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.5,108,0.5073170731707317,english,"February 28, 2020"
all together now,drama,movie title is all together now. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BMzViNTQ3MTgtMjEyMS00Y2JhLWIyMzMtNWExOWM0NWQxZTQwXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.5,93,0.43414634146341463,english,"August 28, 2020"
altered carbon: resleeved,"scifi, animation","movie title is altered carbon: resleeved. genre is scifi, animation. language is japanese.",https://m.media-amazon.com/images/M/MV5BZDY4N2U4NzgtZTU1Ny00ZThlLWJlYWUtN2QxMDk4MWRhMGJkXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.5,74,0.3414634146341463,japanese,"March 19, 2020"
antoine griezmann: the making of a legend,documentary,movie title is antoine griezmann: the making of a legend. genre is documentary. language is french.,https://m.media-amazon.com/images/M/MV5BZDg4MzMwNDYtOGRkOS00ZGMzLTliYWEtN2M5NWM3ZGU3ZmNlXkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.5,60,0.27317073170731704,french,"March 21, 2019"
canvas,animation,movie title is canvas. genre is animation. language is english.,https://m.media-amazon.com/images/M/MV5BYTk2MTkzOTQtNjhiOC00MjdhLTk1MDQtNTMxNTkzNzYxNjA0XkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.5,9,0.024390243902439022,english,"December 11, 2020"
chadwick boseman: portrait of an artist,documentary,movie title is chadwick boseman: portrait of an artist. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BN2U5YjMxMjEtNmEzNi00MWI3LWIyYWQtZjdlZTZjMWZhZjU0XkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.5,21,0.08292682926829267,english,"April 17, 2021"
chopsticks,comedy,movie title is chopsticks. genre is comedy. language is hindi.,https://m.media-amazon.com/images/M/MV5BZTY4OTdhYWItMDAyOC00YzI5LTkzMDgtMmI2NzFiMTBmNjc2XkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.5,100,0.46829268292682924,hindi,"May 31, 2019"
da 5 bloods,"war, drama","movie title is da 5 bloods. genre is war, drama. language is english.",https://m.media-amazon.com/images/M/MV5BNjIwN2IxODEtNDhhMi00NDEwLWIwODEtYjIzZDVhZjg0Y2MyXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.5,155,0.7365853658536585,english,"June 12, 2020"
dolly parton: a musicares tribute,documentary,movie title is dolly parton: a musicares tribute. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BODcxYTk2MjktNTJlYy00YzAyLWFjMzYtNjYwZjNlZTVkYTI4XkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.5,55,0.24878048780487808,english,"April 7, 2021"
eurovision song contest: the story of fire saga,"musical, comedy","movie title is eurovision song contest: the story of fire saga. genre is musical, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BMTFhODlhMGMtNTA4Yy00MjNhLWFiNjMtMTFkMjRkN2FmMjAyXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.5,123,0.5804878048780487,english,"June 26, 2020"
gerald's game,"horror, thriller","movie title is gerald's game. genre is horror, thriller. language is english.",https://m.media-amazon.com/images/M/MV5BNDA2ZjU5ZWMtMmQ4OS00ZTQzLWIwOWMtYTBmOTljYTIwNjM3XkEyXkFqcGc@._V1_SX300.jpg,2017.0,6.5,103,0.48292682926829267,english,"September 29, 2017"
his house,thriller,movie title is his house. genre is thriller. language is english.,https://m.media-amazon.com/images/M/MV5BMDBjNmYxMjctMjViNC00NmRlLWJkZWYtOTE2ZmY4ZDg3NmMyXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.5,93,0.43414634146341463,english,"October 30, 2020"
jingle jangle: a christmas journey,"musical, family","movie title is jingle jangle: a christmas journey. genre is musical, family. language is english.",https://m.media-amazon.com/images/M/MV5BZmI4MDQ0ZDQtMTRhOC00ZDU4LTg5MTItZTZmOTU4ZDE1YTUzXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.5,119,0.5609756097560975,english,"November 13, 2020"
life overtakes me,documentary,movie title is life overtakes me. genre is documentary. language is english/swedish.,https://m.media-amazon.com/images/M/MV5BNzY3YTQwZjItNTcwYi00ZmQyLTkwYWUtZTY5ZjdlMTNkOTA5XkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.5,40,0.175609756097561,english,"June 14, 2019"
lust stories,drama,movie title is lust stories. genre is drama. language is hindi.,https://m.media-amazon.com/images/M/MV5BMTgwNTQ4NDAyN15BMl5BanBnXkFtZTgwNjMwMzQ3NTM@._V1_SX300.jpg,2018.0,6.5,120,0.5658536585365853,hindi,"June 15, 2018"
monster,drama,movie title is monster. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BZGY2OTcxYWItZDgxNi00Y2E1LTk0YTgtZDcwZjZkNzU4OTJjXkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.5,98,0.4585365853658536,english,"May 7, 2021"
mowgli: legend of the jungle,adventure,movie title is mowgli: legend of the jungle. genre is adventure. language is english.,https://m.media-amazon.com/images/M/MV5BMjMzODc2NzU5MV5BMl5BanBnXkFtZTgwNTMwMTE3NjM@._V1_SX300.jpg,2018.0,6.5,104,0.4878048780487805,english,"December 7, 2018"
nobody knows i'm here,drama,movie title is nobody knows i'm here. genre is drama. language is spanish.,https://m.media-amazon.com/images/M/MV5BYTQ3NDA2NWEtN2U0ZC00OWQ1LTgxNmUtY2QxN2ExNTkxOWU3XkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.5,91,0.424390243902439,spanish,"June 24, 2020"
nobody speak: trials of the free press,documentary,movie title is nobody speak: trials of the free press. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BODg3ODgxMjk1NV5BMl5BanBnXkFtZTgwMzE3Mjg2MjI@._V1_SX300.jpg,2017.0,6.5,95,0.44390243902439025,english,"June 23, 2017"
oxygen,"scifi, thriller","movie title is oxygen. genre is scifi, thriller. language is french.",https://m.media-amazon.com/images/M/MV5BY2IyZTFkZGEtM2JiOC00NDMyLThmOTktZDEzYzFlZTc4YzJkXkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.5,101,0.47317073170731705,french,"May 12, 2021"
set it up,"comedy, romance","movie title is set it up. genre is comedy, romance. language is english.",https://m.media-amazon.com/images/M/MV5BMTk0MDUyMzA1OF5BMl5BanBnXkFtZTgwNzA4NzE1NTM@._V1_SX300.jpg,2018.0,6.5,105,0.4926829268292683,english,"June 15, 2018"
the incredible jessica james,comedy,movie title is the incredible jessica james. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BMTUxODczMTQ2Ml5BMl5BanBnXkFtZTgwNDI1ODA5MjI@._V1_SX300.jpg,2017.0,6.5,83,0.3853658536585366,english,"July 28, 2017"
tigertail,drama,movie title is tigertail. genre is drama. language is english/taiwanese/mandarin.,https://m.media-amazon.com/images/M/MV5BNWJhYzc1ZTYtMjZiNS00N2Y1LWIxYWEtZjdjY2U2ZmM3MjYyXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.5,91,0.424390243902439,english,"April 10, 2020"
tramps,romance,movie title is tramps. genre is romance. language is english.,https://m.media-amazon.com/images/M/MV5BODhmZmU1NmEtOGNlZi00ZmYzLWE1YmItNmE4ZDQ5Zjc3NGZmXkEyXkFqcGc@._V1_SX300.jpg,2017.0,6.5,83,0.3853658536585366,english,"April 21, 2017"
what did jack do?,drama,movie title is what did jack do?. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BYWY5NWRkNjItYWJhNS00MzA2LTgyNTYtNjNkNzNhNzIzMmFlXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.5,17,0.06341463414634146,english,"January 20, 2020"
bad trip,comedy,movie title is bad trip. genre is comedy. language is english.,https://m.media-amazon.com/images/M/MV5BZDBjMDA4ZWEtNzU4ZC00MGQ1LTgzMWEtNTM1ZTU5OGNhZmI5XkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.6,86,0.39999999999999997,english,"March 26, 2021"
bird box,thriller,movie title is bird box. genre is thriller. language is english.,https://m.media-amazon.com/images/M/MV5BMjAzMTI1MjMyN15BMl5BanBnXkFtZTgwNzU5MTE2NjM@._V1_SX300.jpg,2018.0,6.6,124,0.5853658536585366,english,"December 21, 2018"
bulbbul,horror,movie title is bulbbul. genre is horror. language is hindi.,https://m.media-amazon.com/images/M/MV5BNGMzNGE1YTEtNjg1NS00N2Q3LWJhOWItZDFmOWE2NjU4OGY3XkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.6,94,0.43902439024390244,hindi,"June 24, 2020"
crazy about her,"comedy, romance","movie title is crazy about her. genre is comedy, romance. language is spanish.",https://m.media-amazon.com/images/M/MV5BZGE3ZjU2NTctY2YxYi00YzY1LWIwYTktODA5MTUyMTk5MTFlXkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.6,102,0.47804878048780486,spanish,"February 26, 2021"
elisa & marcela,romance,movie title is elisa & marcela. genre is romance. language is spanish.,https://m.media-amazon.com/images/M/MV5BZWQ2ZWIzNmEtNTI1Ni00NTlmLWEwMGEtMzNjMzc5NzlkZmQwXkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.6,118,0.5560975609756097,spanish,"June 7, 2019"
i'll sleep when i'm dead,documentary,movie title is i'll sleep when i'm dead. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMTQ4NjhjMTgtMTMzYS00OGE0LWExNzItZmI2ZDE5NGI1YzViXkEyXkFqcGc@._V1_SX300.jpg,2016.0,6.6,79,0.36585365853658536,english,"August 19, 2016"
i'm thinking of ending things,thriller,movie title is i'm thinking of ending things. genre is thriller. language is english.,https://m.media-amazon.com/images/M/MV5BYTgxNWU0MGMtMDI1Ny00NDIwLTllYzYtZDkyOTVmYmFhZGM0XkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.6,134,0.6341463414634146,english,"September 4, 2020"
it takes a lunatic,documentary,movie title is it takes a lunatic. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BYTk3MjBiYjktOTllYS00Nzk1LWFmZWMtNmZiODIxZWQ3NTVjXkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.6,126,0.5951219512195122,english,"October 25, 2019"
recovery boys,documentary,movie title is recovery boys. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZjc5YTY3OWItNmUwMy00MWViLTgwNjEtYWVkOGY0YWU4NjAzXkEyXkFqcGc@._V1_SX300.jpg,2018.0,6.6,89,0.4146341463414634,english,"June 29, 2018"
remastered: who killed jam master jay?,documentary,movie title is remastered: who killed jam master jay?. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZmQ4NmE4NDgtYjIzYS00NjE0LWI4OTAtNjE5NWQwOTU4MWFhXkEyXkFqcGc@._V1_SX300.jpg,2018.0,6.6,58,0.2634146341463414,english,"December 7, 2018"
shawn mendes: in wonder,documentary,movie title is shawn mendes: in wonder. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZjU3ZDJkZmYtZmVkOC00MWI2LTg3NTQtZmIxNzZjY2ZlNzQ0XkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.6,83,0.3853658536585366,english,"November 23, 2020"
space sweepers,scifi,movie title is space sweepers. genre is scifi. language is korean.,https://m.media-amazon.com/images/M/MV5BNTZiMDBhODAtN2Y4Mi00ZThjLTg0ODItN2M1ZGJkZWI1N2YxXkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.6,136,0.6439024390243903,korean,"February 5, 2021"
the angel,"action, thriller","movie title is the angel. genre is action, thriller. language is english.",https://m.media-amazon.com/images/M/MV5BMTEzOTY5ODA2MDReQTJeQWpwZ15BbWU4MDI5NDkyMTYz._V1_SX300.jpg,2018.0,6.6,114,0.5365853658536586,english,"September 14, 2018"
the crimes that bind,drama,movie title is the crimes that bind. genre is drama. language is spanish.,https://m.media-amazon.com/images/M/MV5BZWJmMWY1ODQtNzVkZS00Nzg2LWE4NzktZTg4OWMyNjljZTcyXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.6,99,0.46341463414634143,spanish,"August 20, 2020"
the red sea diving resort,"action, thriller","movie title is the red sea diving resort. genre is action, thriller. language is english.",https://m.media-amazon.com/images/M/MV5BODk5ZmI1MTItZmU1Zi00MTMzLTk3ZDctYzM5YzYyMTI2YzE3XkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.6,130,0.6146341463414634,english,"July 31, 2019"
what would sophia loren do?,documentary,movie title is what would sophia loren do?. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZDJiMWRlZDMtYjQ5YS00NDE0LTkwMzUtZDczODE2ZTVlYWIyXkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.6,32,0.13658536585365855,english,"January 15, 2021"
a whisker away,"fantasy, animation","movie title is a whisker away. genre is fantasy, animation. language is japanese.",https://m.media-amazon.com/images/M/MV5BZjEyNGY0MTYtYjE4ZC00MDI1LWJmNjgtMzA2MjhhOGY2ZDhjXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.7,104,0.4878048780487805,japanese,"June 18, 2020"
ajeeb daastaans,drama,movie title is ajeeb daastaans. genre is drama. language is hindi.,https://m.media-amazon.com/images/M/MV5BZTljZWJlNjYtMGQ2Yi00ODcyLTk1OWUtYzg1YmE5YmE2NTJlXkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.7,142,0.673170731707317,hindi,"April 16, 2021"
arlo the alligator boy,"musical, comedy, animation","movie title is arlo the alligator boy. genre is musical, comedy, animation. language is english.",https://m.media-amazon.com/images/M/MV5BNDQ4OTExZWItMDJiZi00ZDFiLWE3ZjItMmYzZmExODlkMDk3XkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.7,92,0.4292682926829268,english,"April 16, 2021"
"bikram: yogi, guru, predator",documentary,"movie title is bikram: yogi, guru, predator. genre is documentary. language is english.",https://m.media-amazon.com/images/M/MV5BNzE2NjhhNmItMTk2OS00NzI4LWE4ZTMtYWE5ZDRmZDM1NDkwXkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.7,86,0.39999999999999997,english,"November 20, 2019"
blame!,"scifi, animation","movie title is blame!. genre is scifi, animation. language is japanese.",https://m.media-amazon.com/images/M/MV5BNTgxNDI1NzgyNl5BMl5BanBnXkFtZTgwMTgzNTIzMjI@._V1_SX300.jpg,2017.0,6.7,106,0.4975609756097561,japanese,"May 20, 2017"
blue miracle,drama,movie title is blue miracle. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BY2M2ZDI2OWEtNWZmMS00MzNjLWE3MjQtNDM4Yzc0ZTQyZjQ2XkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.7,95,0.44390243902439025,english,"May 27, 2021"
"crack: cocaine, corruption & conspiracy",documentary,"movie title is crack: cocaine, corruption & conspiracy. genre is documentary. language is english.",https://m.media-amazon.com/images/M/MV5BMzE5NDAwZDctYzdjMi00MmZlLWIxYjktYTJlOTgxM2FmY2E5XkEyXkFqcGc@._V1_SX300.jpg,2021.0,6.7,89,0.4146341463414634,english,"January 11, 2021"
extraction,action,movie title is extraction. genre is action. language is english.,https://m.media-amazon.com/images/M/MV5BNDBhMmI3OWYtZTA2Ny00Y2RjLTliMWQtYWY5MGIwN2RlZGFjXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.7,117,0.5512195121951219,english,"April 24, 2020"
giving voice,documentary,movie title is giving voice. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMjMzNDgyNTgtYjcyZC00M2ZmLTk1YmMtZWUxNTU0YmIyY2UwXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.7,90,0.4195121951219512,english,"December 11, 2020"
hillbilly elegy,drama,movie title is hillbilly elegy. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BMWY0MThlOTgtNTg5ZS00ZTlkLTg2ZjAtMDE4YzAyNjExMjFkXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.7,117,0.5512195121951219,english,"November 24, 2020"
imperial dreams,drama,movie title is imperial dreams. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BNWU0OGIzMDAtNWE4MC00NGVjLWJlMDItYTczNmJiYzFkMjA5XkEyXkFqcGc@._V1_SX300.jpg,2017.0,6.7,87,0.4048780487804878,english,"February 3, 2017"
just another christmas,comedy,movie title is just another christmas. genre is comedy. language is portuguese.,https://m.media-amazon.com/images/M/MV5BZGNjNDgxYjUtMzcxYy00N2Y5LWEwNWQtMGJjMzgzNmFmMWJhXkEyXkFqcGc@._V1_SX300.jpg,2020.0,6.7,101,0.47317073170731705,portuguese,"December 3, 2020"
little miss sumo,documentary,movie title is little miss sumo. genre is documentary. language is japanese.,https://m.media-amazon.com/images/M/MV5BNzE3MjI5YTgtMDhiOS00MDQ0LWFkNjQtNjVjYjQ5MGQ3Mjg5XkEyXkFqcGc@._V1_SX300.jpg,2019.0,6.7,19,0.07317073170731707,japanese,"October 28, 2019"
